time,date,hour,precip [mm/day],sub11005351 [m3/s],sub11005351 (observed) [m3/s],sub11004926 [m3/s],sub11004926 (observed) [m3/s],sub11004677 [m3/s],sub11004677 (observed) [m3/s],sub11004597 [m3/s],sub11004597 (observed) [m3/s],sub11004314 [m3/s],sub11004314 (observed) [m3/s],sub11004510 [m3/s],sub11004510 (observed) [m3/s],sub11004353 [m3/s],sub11004353 (observed) [m3/s],sub11004563 [m3/s],sub11004563 (observed) [m3/s],sub11004345 [m3/s],sub11004345 (observed) [m3/s],sub11004395 [m3/s],sub11004395 (observed) [m3/s]
981,1983-09-09,00:00:00.00,0.40102,0.103816,0.494,0.465968,0.032,0.620333,,0.994734,0.952,2.62452,1.51,0.436875,,1.5867,1.13,3.61702,1.52,7.52982,2.3,16.994,6.78
982,1983-09-10,00:00:00.00,0.937183,0.284183,0.411,0.318581,0.034,0.532166,,0.866069,0.851,2.05791,1.33,0.530467,,1.63602,1.09,2.5706,1.51,6.71634,2.25,16.18,6.73
983,1983-09-11,00:00:00.00,1.25297,0.853729,0.411,0.250623,0.042,0.907065,,2.16119,0.937,2.79247,1.41,2.13695,,2.65711,1.03,2.50439,1.56,6.20528,2.3,17.1498,6.75
984,1983-09-12,00:00:00.00,5.55147,1.84995,0.811,0.891311,0.066,2.17019,,4.96312,2.15,6.89239,2.32,6.58658,,6.15504,1.06,5.1184,1.56,6.9797,2.25,26.2773,7.38
985,1983-09-13,00:00:00.00,0.571237,1.5455,0.761,0.991307,0.053,1.87271,,4.38761,2.16,7.66104,2.16,6.82145,,7.14813,2.05,8.24702,1.47,9.10406,2.27,33.6745,7.74
986,1983-09-14,00:00:00.00,0.270958,0.486779,0.612,0.316627,0.038,0.63417,,1.59839,1.6,3.80851,1.87,2.44052,,3.93339,1.64,7.64987,1.45,10.3473,2.2,27.6153,7.79
987,1983-09-15,00:00:00.00,0.212092,0.257452,0.515,0.20842,0.029,0.427313,,0.421062,1.3,1.50941,1.66,0.707208,,1.43145,1.44,5.13456,1.39,9.86034,2.23,19.5773,7.3
988,1983-09-16,00:00:00.00,0.325338,0.288459,0.446,0.204873,0.027,0.412166,,0,1.12,1.04356,1.46,0.663262,,0.489664,1.28,3.40877,1.38,8.74564,2.17,14.8817,6.96
989,1983-09-17,00:00:00.00,0.311378,0.295838,0.409,0.203443,0.038,0.48191,,0.42501,1.04,1.63287,1.54,0.744293,,0.720438,1.27,2.48521,1.35,7.60889,2.06,13.2449,6.92
990,1983-09-18,00:00:00.00,4.11701,0.93851,0.567,0.876418,0.08,0.928984,,1.30755,1.68,3.31364,2.76,3.8777,,2.83681,1.57,2.96965,1.38,7.23508,2.11,19.8753,8.17
991,1983-09-19,00:00:00.00,3.76704,1.23953,0.632,1.06889,0.073,1.74092,,3.05924,1.6,7.1999,2.58,6.90752,,6.98011,1.82,4.7638,1.44,8.38812,2.13,34.556,8.3
992,1983-09-20,00:00:00.00,0.572933,0.551955,0.574,0.53619,0.054,1.64296,,3.18314,1.32,7.36707,2.17,4.1877,,6.93932,1.7,5.22829,1.49,9.72592,2.14,38.017,7.93
993,1983-09-21,00:00:00.00,0.165968,0.103973,0.54,0.241985,0.04,0.735932,,1.22178,1.17,3.31788,1.96,0.953659,,3.18679,1.4,3.89787,1.52,9.49639,2.15,27.1169,7.64
994,1983-09-22,00:00:00.00,0.268648,0.0541318,0.621,0.0100995,0.038,0.312875,,0.504428,1.08,1.25639,1.98,0.213267,,1.50289,1.32,2.61478,1.55,8.21509,2.14,17.4785,7.5
995,1983-09-23,00:00:00.00,0.201442,0.226336,0.669,0.0298718,0.046,0.515044,,0.979836,1.03,1.65601,2.17,0.333468,,1.51059,1.38,1.95539,1.6,6.98257,2.15,13.9315,7.49
996,1983-09-24,00:00:00.00,0.170377,0.172204,0.591,0.0197722,0.054,0.610208,,1.08971,0.948,2.16312,2,0.376289,,1.73931,1.24,1.54715,1.66,5.98239,2.12,12.8048,7.38
997,1983-09-25,00:00:00.00,0.200667,0,0.517,0,0.049,0.489721,,0.78344,0.856,1.90435,1.84,0.150508,,1.5607,1.16,1.16735,1.65,5.05659,2.04,11.4865,7.06
998,1983-09-26,00:00:00.00,0.211902,0,0.442,0,0.039,0.472923,,0.727208,0.794,1.7971,1.68,0.0181197,,1.37023,1.09,0.883454,1.7,4.25546,2.11,10.2153,6.8
999,1983-09-27,00:00:00.00,0.206338,0,0.393,0.0157806,0.034,0.460515,,0.681915,0.748,1.76047,1.58,9.60276e-319,,1.23072,1.03,0.718199,1.69,3.63191,2.05,9.30688,6.64
1000,1983-09-28,00:00:00.00,0.34943,0.106858,0.375,0.115805,0.034,0.566037,,1.2664,0.787,1.96753,1.57,0.117617,,1.50267,1.04,0.620211,1.65,3.14138,1.99,8.90618,6.56
1001,1983-09-29,00:00:00.00,0.613814,0.212702,0.358,0.194554,0.032,0.924444,,1.44068,0.777,3.11212,1.67,0.376258,,2.18727,1.02,0.584652,1.62,2.77502,2.05,10.2179,6.6
1002,1983-09-30,00:00:00.00,0.0089628,0.105844,0.347,0.151049,0.033,0.595094,,0.513468,0.707,2.52859,1.6,0.347305,,1.58862,1,0.53134,1.58,2.48622,2.05,9.46427,6.63
1003,1983-10-01,00:00:00.00,0.00896157,0,0.331,0.0766799,0.033,0.0101405,,0,0.66,0.557069,1.56,0.0998006,,0.356467,0.993,0.420942,1.57,2.17539,2,5.60087,6.61
1004,1983-10-02,00:00:00.00,0,0,0.329,0.0201606,0.032,0,,0,0.632,0.0410577,1.51,0.0111372,,0.024845,0.978,0.326346,1.51,1.84364,2,2.99823,6.56
1005,1983-10-03,00:00:00.00,0.255559,0.032434,0.33,0.0649704,0.037,0.114604,,0.233284,0.635,0.322196,1.47,0.043091,,0.188527,0.963,0.26714,1.48,1.5594,1.97,2.48857,6.53
1006,1983-10-04,00:00:00.00,0.311667,0.236415,0.336,0.297777,0.04,0.460736,,0.814741,0.628,1.47312,1.41,0.272447,,0.851635,0.94,0.288181,1.35,1.38937,1.89,4.37542,6.52
1007,1983-10-05,00:00:00.00,0.334918,0.329406,0.357,0.232807,0.036,0.659121,,1.33075,0.747,2.33756,1.58,0.493247,,1.58271,0.933,0.356498,1.28,1.31629,1.93,6.64356,6.48
1008,1983-10-06,00:00:00.00,0.53483,0.350766,0.374,0.092989,0.036,0.629187,,1.15544,0.899,2.28546,1.75,0.791177,,1.99681,1.03,0.415866,1.24,1.28174,1.91,7.60736,6.75
1009,1983-10-07,00:00:00.00,0.143939,0.225341,0.358,0.092989,0.034,0.316197,,0.637854,0.794,1.331,1.6,0.730656,,1.65985,1.08,0.429518,1.17,1.26118,1.9,6.62031,6.76
1010,1983-10-08,00:00:00.00,0.320563,0.0800876,0.345,0.0370994,0.032,0.0695978,,0.412775,0.726,0.419385,1.49,0.321022,,0.935263,1.03,0.397308,1.13,1.21617,1.97,4.59379,6.68
1011,1983-10-09,00:00:00.00,0.219256,0.0982106,0.328,0.0370994,0.032,0.163049,,0.36426,0.663,0.482193,1.41,0.200058,,0.685952,1,0.363207,1.03,1.14442,1.92,3.4876,6.71
1012,1983-10-10,00:00:00.00,0.216416,0.131867,0.325,0.0307196,0.03,0.0934512,,0.18319,0.631,0.463122,1.37,0.25409,,0.718583,0.955,0.414267,0.971,1.08521,1.87,3.48938,6.64
1013,1983-10-11,00:00:00.00,0.202443,0.16534,0.312,0.0307196,0.03,0.0820941,,0,0.605,0.330677,1.33,0.312085,,0.454703,0.933,0.460088,0.928,1.05427,1.86,3.67133,6.5
1014,1983-10-12,00:00:00.00,0.189234,0.0751249,0.295,0,0.029,0.13471,,0,0.592,0.357326,1.26,0.210578,,0.0727475,0.925,0.421172,0.866,1.01991,1.9,2.98281,6.44
1015,1983-10-13,00:00:00.00,0.142604,0.0235289,0.29,0.000770256,0.028,0.160473,,0,0.558,0.50575,1.24,0.0947306,,0.00949294,0.895,0.38647,0.848,0.964273,1.95,2.55133,6.35
1016,1983-10-14,00:00:00.00,0.151297,0.0437126,0.292,0.0335483,0.029,0.531055,,0.742362,0.529,1.48404,1.21,0.0829198,,0.586436,0.88,0.360832,0.823,0.905368,1.91,4.1367,6.3
1017,1983-10-15,00:00:00.00,0.320611,0.259086,0.29,0.164517,0.037,0.858302,,1.09539,0.521,2.58379,1.21,0.246269,,1.23182,0.865,0.381833,0.795,0.865212,1.89,6.49496,6.26
1018,1983-10-16,00:00:00.00,1.32358,0.36353,0.296,0.338694,0.036,0.651106,,0.783965,0.505,2.24424,1.2,0.632358,,1.28439,0.865,0.750609,0.78,0.89621,1.89,7.30569,6.2
1019,1983-10-17,00:00:00.00,0.27409,0.181531,0.289,0.296527,0.031,0.379073,,0.693486,0.501,1.43117,1.21,0.660218,,1.11724,0.85,1.05602,0.798,0.999514,1.9,6.71052,6.21
1020,1983-10-18,00:00:00.00,0.309687,0.0583686,0.282,0.124486,0.037,0.242019,,0.4788,0.488,0.974756,1.22,0.276261,,0.851228,0.88,0.947157,0.812,1.06697,1.86,5.30673,6.25
1021,1983-10-19,00:00:00.00,2.39893,0.530052,0.306,0.498422,0.046,0.635099,,1.21198,0.517,2.15849,1.3,1.02806,,1.75272,0.85,1.38855,0.795,1.16705,1.84,8.21331,6.29
1022,1983-10-20,00:00:00.00,0.334911,0.628478,0.328,0.526014,0.038,0.800467,,1.3859,0.509,2.86653,1.4,1.55607,,2.30985,0.873,2.1214,0.766,1.43852,1.79,11.2768,6.22
1023,1983-10-21,00:00:00.00,1.03753,0.466836,0.34,0.182274,0.034,0.58923,,1.10745,0.544,2.16257,1.46,1.21809,,1.92816,1,2.44722,0.783,1.8206,1.78,9.98551,6.2
1024,1983-10-22,00:00:00.00,0.403571,0.535446,0.352,0.171071,0.032,0.643232,,1.2058,0.735,2.01082,1.35,1.07824,,1.7962,0.925,2.56373,0.815,2.18805,1.78,8.76173,6.28
1025,1983-10-23,00:00:00.00,1.15941,0.527274,0.429,0.304135,0.033,1.29272,,1.93884,2.5,3.68592,2.5,0.950838,,2.55332,1.01,2.56375,0.804,2.47324,1.68,10.7564,6.69
1026,1983-10-24,00:00:00.00,0.373782,0.525728,0.481,0.357049,0.03,1.53846,,2.099,2.63,4.49184,3.2,0.96191,,3.11788,3.22,2.43403,0.792,2.68877,1.72,12.9902,8.63
1027,1983-10-25,00:00:00.00,0.273177,0.190483,0.38,0.143701,0.028,0.617023,,0.915014,1.91,2.23936,2.8,0.649268,,2.03701,2.37,2.05265,0.753,2.79117,1.69,10.4489,8.38
1028,1983-10-26,00:00:00.00,0.418385,0.0682467,0.348,0.0937322,0.029,0.113808,,0.368318,1.72,0.646118,2.39,0.290715,,1.00724,1.9,1.60869,0.726,2.73026,1.73,6.91704,7.69
1029,1983-10-27,00:00:00.00,0.43971,0.199592,0.351,0.0975049,0.031,0.184434,,0.486431,2.03,0.563132,2.7,0.409109,,0.853805,1.73,1.45235,0.755,2.60409,1.64,5.44639,7.41
1030,1983-10-28,00:00:00.00,0.422274,0.441141,0.347,0.241032,0.032,0.933825,,1.43594,2.3,2.26678,2.98,0.651345,,1.84119,2.08,1.60713,0.719,2.54521,1.63,7.98405,7.69
1031,1983-10-29,00:00:00.00,0.426192,0.515389,0.333,0.366849,0.031,1.19604,,1.85192,2.2,3.42488,4.2,0.663886,,2.51968,2.39,1.6523,0.727,2.55531,1.6,11.3036,8.69
1032,1983-10-30,00:00:00.00,0.15371,0.269295,0.31,0.207921,0.029,0.436156,,0.912765,1.87,1.99732,4,0.524994,,1.67101,2.13,1.42738,0.748,2.51783,1.62,9.78663,8.28
1033,1983-10-31,00:00:00.00,0.302487,0.111423,0.309,0.0914641,0.031,0.158759,,0.344224,1.7,0.844823,3.8,0.322658,,0.869778,1.92,1.19091,0.792,2.38656,1.63,6.6454,7.91
1034,1983-11-01,00:00:00.00,1.50501,0.331152,0.309,0.478025,0.034,2.11455,,3.00293,3.81,4.95973,4.5,0.574175,,2.90958,1.91,1.32782,0.818,2.30018,1.58,11.3397,10.4
1035,1983-11-02,00:00:00.00,0.631906,0.475666,0.31,0.620987,0.034,2.56058,,3.84586,3.2,7.28169,6.4,1.0711,,4.61108,3.8,1.8673,0.841,2.39065,1.56,17.1487,11.7
1036,1983-11-03,00:00:00.00,4.00455,0.628134,0.391,0.31295,0.035,0.739479,,2.12806,3.21,3.80805,6.3,1.52873,,3.95344,3.08,2.77663,0.867,2.705,1.64,15.6658,11
1037,1983-11-04,00:00:00.00,2.95386,1.31907,0.59,0.516548,0.037,1.62628,,4.64175,8.83,5.17485,7,2.9766,,5.91265,4.56,4.63803,0.875,3.42376,1.64,18.8869,12.7
1038,1983-11-05,00:00:00.00,3.02816,1.58166,0.808,0.694889,0.038,4.30627,,8.74665,10.8,12.3435,9,5.47325,,11.797,12,7.15307,0.91,5.0441,1.63,33.5821,23.6
1039,1983-11-06,00:00:00.00,0.57542,0.790579,0.627,0.295713,0.032,3.57832,,7.06397,6.79,12.002,8.4,4.44593,,12.142,9.08,7.33419,1.06,6.98429,1.62,39.7784,21.6
1040,1983-11-07,00:00:00.00,1.64668,0.114578,0.524,0.00939059,0.03,1.59628,,3.85805,5.3,5.86527,7,1.26272,,6.96767,6.8,5.15119,1.22,7.71773,1.59,29.6686,16.3
1041,1983-11-08,00:00:00.00,0.906163,0.111414,0.446,0.0497228,0.028,1.56431,,4.02655,4.35,4.24802,6,0.361353,,5.02085,5.72,3.43126,1.33,7.26991,1.59,20.7372,14.2
1042,1983-11-09,00:00:00.00,0.325111,0.142121,0.563,0.0715588,0.025,0.819801,,2.42864,3.67,2.95031,5.6,0.264177,,3.80661,4.68,2.47288,1.39,6.5021,1.67,16.0358,12.6
1043,1983-11-10,00:00:00.00,0.524038,0.118029,0.755,0.0716126,0.026,0.213814,,0.373807,3.19,1.05466,5,0.233902,,1.62377,3.95,1.81935,1.44,5.70053,1.7,11.7084,11.3
1044,1983-11-11,00:00:00.00,0.80492,0.178671,0.703,0.0981345,0.027,0.217626,,0.247517,3.02,0.585026,4.9,0.297421,,0.590065,3.45,1.41453,1.51,4.95982,1.76,8.77714,10.8
1045,1983-11-12,00:00:00.00,4.87323,0.361197,0.449,0.497986,0.036,2.12009,,2.25128,3.05,5.35416,4.8,0.6425,,3.02059,3.3,1.44334,1.58,4.44167,1.67,17.039,10.8
1046,1983-11-13,00:00:00.00,0.868278,0.41534,0.428,0.525897,0.038,2.96935,,3.43241,3.37,8.84179,5.4,1.0088,,4.86502,3.59,2.01603,1.65,4.2229,1.77,24.8181,11.9
1047,1983-11-14,00:00:00.00,0.396025,0.167986,0.377,0.0885806,0.035,1.12131,,1.55338,3.01,4.87277,5,0.783406,,3.03097,3.64,2.46692,1.7,4.12306,1.74,18.5311,11.4
1048,1983-11-15,00:00:00.00,0.738175,0.11838,0.38,0.0319349,0.033,0.534657,,0.762969,2.83,2.08236,4.9,0.333818,,1.56991,3.28,2.19848,1.72,3.9581,1.74,11.5265,10.6
1049,1983-11-16,00:00:00.00,2.06624,0.429895,0.381,0.128336,0.038,1.38724,,2.24789,6.36,3.32019,5.4,0.556857,,2.30428,3.22,2.11879,1.84,3.776,1.77,10.7589,10.5
1050,1983-11-17,00:00:00.00,1.98154,0.417013,0.45,0.558089,0.047,2.82861,,3.97569,12.8,6.55235,6,0.873685,,4.11558,13.3,2.914,1.88,3.76256,1.77,16.1095,22.2
1051,1983-11-18,00:00:00.00,1.13373,0.271034,0.483,0.684632,0.052,2.8804,,4.36387,9.03,7.51669,11,0.780606,,5.15098,10,3.87175,1.89,3.9712,1.79,20.9396,26.9
1052,1983-11-19,00:00:00.00,1.34578,0.576667,0.449,0.366366,0.051,1.92678,,3.5361,6.39,5.94214,8,1.34927,,4.9716,8.44,4.72235,2.1,4.42387,2.48,21.037,20.4
1053,1983-11-20,00:00:00.00,0.420214,0.464277,0.43,0.186377,0.037,1.21791,,1.96019,5.9,3.89456,7.9,1.48652,,3.45675,7.06,5.05893,2.3,4.98985,3.43,17.4742,17.1
1054,1983-11-21,00:00:00.00,2.5053,0.0531458,0.405,0.0775552,0.037,0.442073,,0.441399,5.2,1.51051,7,0.599846,,1.39609,6.32,4.12618,2.46,5.24847,3.28,12.2801,16.3
1055,1983-11-22,00:00:00.00,1.75873,0.0856659,0.39,0.139668,0.034,0.198046,,0.156132,4.6,0.668004,6.2,0.479777,,0.749643,5.62,3.12561,2.53,5.17577,3.28,10.0661,14.8
1056,1983-11-23,00:00:00.00,0.298895,0.0856659,0.41,0.107989,0.026,0.122849,,0.210855,3.85,0.493415,5.58,0.488741,,0.699119,4.8,2.56096,2.63,4.97787,3.35,8.97296,13.7
1057,1983-11-24,00:00:00.00,0.511638,0,0.36,0,0.024,0.0216194,,0.0547234,3.51,0.145329,5.34,0.126967,,0.252345,4.44,1.89457,2.64,4.57767,3.36,6.73333,13
1058,1983-11-25,00:00:00.00,0.879041,0,0.375,0,0.021,0.0819545,,0.166148,3.55,0.16657,5.34,0.0107785,,0.25499,4.07,1.35019,2.57,4.06368,3.41,5.30508,12.6
1059,1983-11-26,00:00:00.00,4.60966,0.148635,0.39,0.295015,0.022,0.529476,,1.20922,3.19,1.32457,4.8,0.823916,,1.61783,3.88,1.44226,2.53,3.75354,1.87,7.54962,12.3
1060,1983-11-27,00:00:00.00,0.61486,0.151911,0.35,0.38946,0.023,0.521219,,1.20519,2.97,1.67869,4.4,1.10868,,2.20519,3.52,1.83459,2.51,3.69159,1.84,10.0823,11.1
1061,1983-11-28,00:00:00.00,3.69508,0.0372363,0.32,0.0944448,0.022,0.338769,,0.919715,2.85,1.02654,4.1,1.16046,,1.81585,3.3,1.98217,2.53,3.68155,1.91,9.066,10.5
1062,1983-11-29,00:00:00.00,0.378683,0.0339601,0.31,1.10367e-18,0.022,0.312315,,0.848524,2.68,0.772292,3.8,1.07301,,1.54603,3.08,1.98293,2.52,3.6388,1.95,7.26637,10.2
1063,1983-11-30,00:00:00.00,0.296946,0,0.29,0,0.02,0.0472431,,0.0909323,2.3,0.286735,3.4,0.202657,,0.608996,2.6,1.64284,2.49,3.48107,1.95,5.52482,9.7
1064,1983-12-01,00:00:00.00,0.329775,0,0.26,0,0.018,0,,0,2,0.0432832,3.1,0.00357336,,0.0794251,2.15,1.19781,2.4,3.18777,1.99,4.08164,7.87
1065,1983-12-02,00:00:00.00,0.29465,0,0.23,0,0.018,0,,0,1.85,0.00258305,2.9,1.00256e-318,,0.0043999,1.95,0.92834,2.23,2.85975,1.98,3.26262,7.4
1066,1983-12-03,00:00:00.00,0.247929,0,0.2,0,0.016,0,,0,1.71,3.67756e-05,2.4,1.00284e-318,,7.9859e-53,1.9,0.758518,1.66,2.54392,1.99,2.81359,7
1067,1983-12-04,00:00:00.00,0.396597,0,0.21,0,0.015,0,,0,1.7,0,2.45,1.0031e-318,,0,1.84,0.623924,1.7,2.25389,1.94,2.48663,6.5
1068,1983-12-05,00:00:00.00,0.444416,0,0.215,0,0.018,0,,0,1.7,0,2.5,1.00337e-318,,0,1.86,0.512241,1.6,1.98572,1.94,2.19914,6.42
1069,1983-12-06,00:00:00.00,0.301195,0,0.2,0,0.017,0,,0,1.62,0,2.4,1.00367e-318,,0,1.8,0.419873,1.5,1.74219,1.98,1.93684,6.5
1070,1983-12-07,00:00:00.00,0.329892,0,0.192,0,0.017,0,,0,1.54,0,2.37,1.00398e-318,,0,1.7,0.343966,1.55,1.53471,1.96,1.70372,6.38
1071,1983-12-08,00:00:00.00,0.321542,0,0.186,0,0.018,0,,0,1.5,0,2.39,1.00427e-318,,0,1.65,0.28122,1.5,1.388,1.99,1.5151,6.23
1072,1983-12-09,00:00:00.00,3.21645,0,0.185,0,0.019,0,,0,1.47,0,2.42,1.00451e-318,,0,1.6,0.230388,1.57,1.2843,1.98,1.37519,6.24
1073,1983-12-10,00:00:00.00,0.964117,0,0.194,0,0.02,0,,0,1.47,0,2.48,1.00478e-318,,0,1.6,0.187818,1.65,1.18396,1.96,1.26388,6.19
1074,1983-12-11,00:00:00.00,3.39076,0,0.2,0,0.021,0.111914,,0.223761,1.49,0.173467,2.52,0.116193,,0.482011,1.6,0.153093,1.7,1.09197,1.99,1.51179,6.28
1075,1983-12-12,00:00:00.00,1.28336,0,0.195,0,0.021,0.111914,,0.223761,1.51,0.235843,2.6,0.128562,,0.625371,1.62,0.126247,1.71,1.01136,2.04,1.78484,6.37
1076,1983-12-13,00:00:00.00,0.421709,0,0.185,0,0.021,2.77387e-18,,0,1.57,0.0684094,2.67,0.0123683,,0.154187,1.72,0.102282,1.6,0.930914,2.31,1.50397,6.62
1077,1983-12-14,00:00:00.00,0.436742,0,0.19,0,0.023,0,,0,1.65,0.00612047,2.74,2.32537e-19,,0.010827,1.82,0.0804891,1.72,0.84882,3.86,1.09231,8.49
1078,1983-12-15,00:00:00.00,0.369504,0,0.2,0,0.024,0,,0,1.74,8.71171e-05,2.74,1.0069e-318,,0,1.9,0.0616941,1.76,0.770523,3.69,0.867502,8.46
1079,1983-12-16,00:00:00.00,0.329014,0,0.2,0,0.024,0,,0,1.5,2.15927e-21,2.7,0.001927,,0,1.7,0.0458589,1.76,0.697485,3.64,0.759419,8.77
1080,1983-12-17,00:00:00.00,0.321973,0,0.19,0,0.021,0,,0,1.4,0,2.5,0.001927,,0,1.6,0.0330433,1.62,0.630507,3.6,0.684134,8.15
1081,1983-12-18,00:00:00.00,0.304339,0,0.175,0,0.02,0,,0,1.3,0,2.35,1.00827e-318,,0,1.47,0.0234274,1.54,0.569633,3.51,0.6183,7.9
1082,1983-12-19,00:00:00.00,1.00639,0,0.165,0,0.019,0,,0,1.25,0,2.2,1.00857e-318,,0,1.42,0.0177404,1.5,0.516086,3.31,0.559303,7.54
1083,1983-12-20,00:00:00.00,0.726926,0,0.157,0,0.018,0,,0,1.18,0,2,1.0087e-318,,0,1.36,0.0141059,1.48,0.468509,3.31,0.506856,7.14
1084,1983-12-21,00:00:00.00,0.320421,0,0.153,0,0.017,0,,0,1.14,0,2,1.00874e-318,,0,1.3,0.011229,1.2,0.425071,3.29,0.459804,6.86
1085,1983-12-22,00:00:00.00,0.295698,0,0.146,0,0.014,0,,0,1.09,0,1.9,1.00876e-318,,0,1.24,0.00910691,1.04,0.385899,3.19,0.41729,6.75
1086,1983-12-23,00:00:00.00,0.282808,0,0.141,0,0.014,0,,0,1.05,0,1.8,1.00876e-318,,0,1.16,0.00741399,1.1,0.350223,3.06,0.378747,6.54
1087,1983-12-24,00:00:00.00,0.256822,0,0.137,0,0.014,0,,0,1,0,1.7,1.00876e-318,,0,1.12,0.00604519,1.07,0.317756,2.98,0.34371,6.26
1088,1983-12-25,00:00:00.00,0.287312,0,0.134,0,0.013,0,,0,0.96,0,1.5,1.00876e-318,,0,1.07,0.00493645,1.02,0.288225,2.89,0.311835,5.97
1089,1983-12-26,00:00:00.00,0.287576,0,0.134,0,0.015,0,,0,0.94,0,1.53,1.00876e-318,,0,1.03,0.00403661,1.01,0.261379,2.76,0.282846,5.62
1090,1983-12-27,00:00:00.00,2.93139,0,0.15,0,0.017,0,,0,0.93,0,1.59,1.00876e-318,,0,1.01,0.00330497,1.47,0.236985,2.73,0.256495,5.51
1091,1983-12-28,00:00:00.00,1.15319,0,0.16,0,0.019,0,,0,0.95,0,1.62,1.00882e-318,,0,1.04,0.00204164,1.4,0.213663,2.78,0.232058,5.52
1092,1983-12-29,00:00:00.00,0.289202,0,0.157,0,0.017,0,,0,0.97,0,1.62,1.00896e-318,,0,1.07,0.000597408,1.3,0.1914,2.78,0.20893,5.61
1093,1983-12-30,00:00:00.00,0.493339,0,0.15,0,0.02,0,,0,1,0,1.68,1.00909e-318,,0,1.1,4.41086e-05,1.22,0.172232,2.73,0.187762,5.67
1094,1983-12-31,00:00:00.00,1.92084,0,0.163,0,0.023,0,,0,1.03,0,1.78,1.00917e-318,,0,1.13,5.92879e-323,1.6,0.155761,2.71,0.169176,5.73
1095,1984-01-01,00:00:00.00,0.740445,0,0.18,0,0.024,0,,0,1.06,0,1.88,1.00933e-318,,0,1.15,2.76677e-322,1.9,0.13824,2.79,0.151716,5.86
1096,1984-01-02,00:00:00.00,0.376258,0,0.17,0,0.021,0,,0,1.7,0,2.8,1.00969e-318,,0,2,8.39912e-322,1.95,0.118572,2.74,0.133388,8.2
1097,1984-01-03,00:00:00.00,0.478567,0,0.18,0,0.021,0,,0,4,0,5.2,1.01019e-318,,0,4.9,1.49702e-321,1.98,0.0997863,2.68,0.114482,15
1098,1984-01-04,00:00:00.00,0.772563,0,0.183,0,0.02,0.138037,,0.6212,10.5,0.31338,13,0.0280512,,0.582124,12,2.20353e-321,1.77,0.0835176,2.75,0.574617,30
1099,1984-01-05,00:00:00.00,5.57472,0.362188,0.186,0.135208,0.019,4.07995,,13.4523,96.2,9.87835,49,4.21447,,12.3066,48,0.31442,1.6,0.31887,2.73,16.4808,120
1100,1984-01-06,00:00:00.00,1.27225,0.938701,0.18,0.202599,0.019,7.74139,,23.31,58,20.6639,65.4,13.8502,,27.8225,81.4,4.73019,1.54,2.13146,3,44.6703,156
1101,1984-01-07,00:00:00.00,0.379485,0.776027,0.184,0.0673904,0.02,3.97027,,11.4701,23.6,14.7551,32.7,11.8848,,22.7699,28.4,9.71932,1.57,6.09727,3.05,51.6432,68.7
1102,1984-01-08,00:00:00.00,0.415346,0.333891,0.183,0,0.02,0.253081,,1.30263,16.6,4.29929,22.3,3.07725,,7.93356,20,8.89426,1.63,9.05642,3.12,35.169,47.1
1103,1984-01-09,00:00:00.00,0.582491,0.284214,0.182,0.0517823,0.019,0.532442,,1.66451,14.1,1.76401,17.9,1.43932,,2.56966,14.6,6.18134,1.6,9.4948,3.13,20.6344,39.4
1104,1984-01-10,00:00:00.00,0.362608,0.168718,0.181,0.0517823,0.02,0.682783,,1.76505,11.5,1.84247,14.2,0.749806,,2.26193,11.1,4.37759,1.53,8.93565,3.18,15.1957,32.3
1105,1984-01-11,00:00:00.00,0.887632,0.0188816,0.18,0,0.02,0.50882,,0.667398,9.62,1.34341,12.9,0.196521,,1.35572,9.47,3.02928,1.55,7.93625,3.11,12.5468,27.9
1106,1984-01-12,00:00:00.00,3.19627,0.124797,0.178,0,0.02,0.616873,,1.07826,8.21,1.68095,12.3,0.301586,,1.46205,8.5,2.30415,1.6,6.91483,3.06,11.4579,24.7
1107,1984-01-13,00:00:00.00,0.344525,0.126743,0.174,0,0.019,0.502848,,1.02438,7.17,1.60761,10.8,0.428236,,1.62,7.65,2.03477,1.53,6.06977,3.09,10.4871,22
1108,1984-01-14,00:00:00.00,0.329824,0.00194559,0.165,0,0.016,0.162164,,0.201613,6.23,0.655665,9.04,0.170446,,0.682909,7.05,1.69839,1.3,5.30109,3.13,8.25978,19.5
1109,1984-01-15,00:00:00.00,0.214785,0,0.152,0,0.014,0,,0,4.18,0.114507,6.38,0.0141992,,0.132878,4.55,1.26451,1.16,4.55915,3.11,6.06096,14.9
1110,1984-01-16,00:00:00.00,0.272005,0,0.15,0,0.015,0,,0,3.1,0.00745306,4.72,0.00020472,,0.00975538,3.6,0.982144,1.1,3.9393,3.06,4.67358,11.5
1111,1984-01-17,00:00:00.00,0.280711,0,0.152,0,0.015,0,,0,2.6,0.000126234,4.5,1.00561e-318,,0,3.3,0.811715,1.2,3.45492,3.07,3.89812,11.4
1112,1984-01-18,00:00:00.00,0.286196,0,0.146,0,0.013,0,,0,2.2,0,3.8,1.00585e-318,,0,2.6,0.674085,1,3.02347,2.98,3.3769,10.8
1113,1984-01-19,00:00:00.00,0.238296,0,0.141,0,0.011,0,,0,1.9,0,3.2,1.00606e-318,,0,2.2,0.559638,0.96,2.64139,2.92,2.94989,8.97
